lat,names,price_avg,pop,boundingbox,osm_id,price,place_id,price_min,lon,price_max
48.8956194,"[""Ludwigsburg, Landkreis Ludwigsburg, Regierungsbezirk Stuttgart, Baden-W\u00fcrttemberg, Deutschland"", ""Ludwigsburg""]","""""",93593,"[48.8734228, 48.932556, 9.1373656, 9.3124752]",405292,"""""",197919522,"""""",9.1895147,""""""
48.7427584,"[""Esslingen, Landkreis Esslingen, Regierungsbezirk Stuttgart, Baden-W\u00fcrttemberg, Deutschland"", ""Esslingen "", ""Esslingen am Neckar""]",3767.1,93004,"[48.7065634, 48.7757682, 9.2562418, 9.4165802]",2792882,"""""",198729583,1502.3,9.3071685,9834.7
51.3746778,"[""Iserlohn, M\u00e4rkischer Kreis, Regierungsbezirk Arnsberg, Nordrhein-Westfalen, Deutschland"", ""Iserlohn"", ""Iserlohn ""]",1514.8,92928,"[51.3017592, 51.4736517, 7.5841175, 7.7449936]",1800165,"""""",199052531,536.2,7.6999713,4544.4
50.8031684,"[""D\u00fcren, Kreis D\u00fcren, Regierungsbezirk K\u00f6ln, Nordrhein-Westfalen, Deutschland"", ""D\u00fcren "", ""D\u00fcren""]",1744.8,90502,"[50.7409797, 50.8576045, 6.3856331, 6.5384131]",163046,"""""",197880788,508.5,6.4820806,5128.2
50.7185043,"[""Zwickau, Sachsen, Deutschland"", ""Zwickau""]","""""",90192,"[50.6417164, 50.8127986, 12.4083479, 12.5659556]",397076,"""""",198277474,"""""",12.4939267,""""""
48.5236164,"[""T\u00fcbingen, Landkreis T\u00fcbingen, Regierungsbezirk T\u00fcbingen, Baden-W\u00fcrttemberg, Deutschland"", ""T\u00fcbingen""]","""""",89447,"[48.4505844, 48.5937129, 8.9645155, 9.1310745]",2778914,"""""",198421098,"""""",9.0535531,""""""
54.7833021,"[""Flensburg, Schleswig-Holstein, 24937, Deutschland"", ""Flensburg "", ""Flensburg""]",2140.3,88519,"[54.7433021, 54.8233021, 9.3933264, 9.4733264]",240033839,"""""",573749,689.7,9.4333264,6060.6
50.5862066,"[""Gie\u00dfen, Landkreis Gie\u00dfen, Regierungsbezirk Gie\u00dfen, Hessen, Deutschland"", ""Gie\u00dfen""]","""""",87343,"[50.5264042, 50.6352285, 8.5557586, 8.7640475]",418617,"""""",198853412,"""""",8.6742306,""""""
51.2973261,"[""Ratingen, Kreis Mettmann, Regierungsbezirk D\u00fcsseldorf, Nordrhein-Westfalen, Deutschland"", ""Ratingen "", ""Ratingen""]",3240.0,87226,"[51.2646033, 51.3717943, 6.8012365, 6.9830942]",56682,"""""",198043516,1650.1,6.8493503,8333.3
51.6142482,"[""L\u00fcnen, Kreis Unna, Regierungsbezirk Arnsberg, Nordrhein-Westfalen, Deutschland"", ""L\u00fcnen""]","""""",86465,"[51.5784957, 51.6526727, 7.4181329, 7.5923255]",158454,"""""",197876948,"""""",7.5228088,""""""
48.0632739,"[""Villingen-Schwenningen, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Regierungsbezirk Freiburg, Baden-W\u00fcrttemberg, Deutschland"", ""Villingen-Schwenningen"", ""Villingen-Schwenningen ""]",2094.0,84557,"[47.9809195, 48.1253665, 8.3081027, 8.6365388]",1242298,"""""",198416858,795.1,8.494588,6198.8
47.659216,"[""Konstanz, Verwaltungsgemeinschaft Konstanz, Konstanz, Regierungsbezirk Freiburg, Baden-W\u00fcrttemberg, Deutschland"", ""Konstanz""]","""""",84441,"[47.6539842, 47.7627374, 9.0853854, 9.2179906]",2784842,"""""",198436997,"""""",9.1750718,""""""
51.6485843,"[""Marl, Kreis Recklinghausen, Regierungsbezirk M\u00fcnster, Nordrhein-Westfalen, Deutschland"", ""Marl"", ""Marl ""]",1655.9,83695,"[51.6149455, 51.7203314, 7.022661, 7.2056326]",63460,"""""",197464385,548.0,7.0829054,3945.0
49.6352685,"[""Worms, Rheinland-Pfalz, 67547, Deutschland"", ""Worms "", ""Worms""]",1853.6,83081,"[49.5952685, 49.6752685, 8.3203088, 8.4003088]",240112249,"""""",601786,631.3,8.3603088,4352.6
51.8311104,"[""Dessau-Ro\u00dflau, Sachsen-Anhalt, 06842, Deutschland"", ""Dessau-Ro\u00dflau"", ""Dessau ""]",1762.8,82111,"[51.7911104, 51.8711104, 12.2029261, 12.2829261]",240061254,"""""",577702,517.5,12.2429261,2657.3
51.3406713,"[""Velbert, Kreis Mettmann, Regierungsbezirk D\u00fcsseldorf, Nordrhein-Westfalen, Deutschland"", ""Velbert""]","""""",82061,"[51.2931831, 51.3814164, 7.0013137, 7.1697795]",56679,"""""",197686408,"""""",7.0439912,""""""
52.2881045,"[""Minden, Kreis Minden-L\u00fcbbecke, Regierungsbezirk Detmold, Nordrhein-Westfalen, Deutschland"", ""Minden"", ""Minden ""]",1507.1,81698,"[52.2470645, 52.364871, 8.7920612, 8.9983147]",139087,"""""",198335685,540.9,8.9168852,4416.7
